GENEID	R3452	R3462	R3485	R2869	R3098	R3467
CLPTM1	7947	7288	7128	11720	2714	8904
RELB	51	80	103	166	56	209
CLASRP	4388	4425	3034	2632	622	1690
ZNF296	236	161	158	49	25	24
GEMIN7	960	977	1149	440	199	341
PPP1R37	4027	3836	4048	4154	707	3579
NKPD1	83	85	106	53	3	81
TRAPPC6A	300	296	186	549	274	330
BLOC1S3	1040	1146	1473	692	188	479
EXOC3L2	2	10	7	7	3	2
MARK4	8384	9405	11183	5696	877	4884
CKM	62	83	125	7	4	7
KLC3	667	754	832	316	93	225
ERCC2	2525	2938	2941	1406	395	1299
PPP1R13L	137	146	78	248	117	101
CD3EAP	300	350	395	244	51	287
ERCC1	3409	3672	3400	1886	719	1923
FOSB	165	25	704	512	80	471
RTN2	6102	6499	8337	4140	681	3976
PPM1N	9	24	23	27	17	30
VASP	590	972	705	467	530	362
OPA3	1391	1459	1646	1524	332	1760
GPR4	170	180	92	139	268	74
EML2	1354	1417	1287	4297	837	3154
MIR330	1	5	6	5	0	2
LOC100287177	5	0	9	7	0	9
GIPR	9	51	86	117	12	44
MIR642A	0	0	0	0	0	1
MIR642B	0	0	0	0	0	0
SNRPD2	6022	6927	6450	3137	1240	2273
QPCTL	854	693	806	567	192	433
FBXO46	2680	2355	1866	477	216	338
LOC388553	0	2	0	0	0	0
SIX5	502	578	178	202	220	106
DMPK	9249	10509	8682	3856	1882	2665
DMWD	7039	7350	7551	4201	1057	4746
RSPH6A	0	5	0	0	0	0
SYMPK	8309	8390	7844	5013	956	4572
FOXA3	2	5	0	0	0	0
IRF2BP1	2916	2264	2225	2745	444	1742
MYPOP	606	523	475	1796	315	1467
NANOS2	5	11	8	4	6	0
NOVA2	5030	5423	5758	1463	191	1693
CCDC61	319	575	405	258	108	182
MIR769	2	0	1	0	0	1
PGLYRP1	22	25	30	7	4	52
IGFL4	65	49	77	158	20	151
IGFL3	0	1	4	0	0	1
IGFL2	5	14	12	4	0	5
DKFZp434J0226	136	134	172	98	23	153
IGFL1	0	0	2	2	0	0
HIF3A	1932	1776	1217	1489	938	502
PPP5C	6886	7273	7547	4845	810	4367
CCDC8	547	453	249	204	158	60
PNMAL1	9596	11226	14781	12240	1096	13347
LOC100506012	129	101	150	149	47	86
PNMAL2	3231	2641	4654	14534	1381	15379
CALM3	77400	75595	132004	144793	11814	144457
PTGIR	0	2	2	4	8	8
GNG8	136	287	452	15	10	5
DACT3	2614	3091	4755	7528	1269	5343
LOC100506068	193	209	176	43	13	41
PRKD2	1397	2122	874	695	295	374
MIR320E	2	8	0	2	0	0
STRN4	14778	14429	15188	5496	1362	5511
FKRP	1502	1710	1583	1533	294	1313
SLC1A5	851	722	278	23	37	28
SNAR-E	0	0	0	0	0	0
AP2S1	2535	2936	3104	3216	551	2634
ARHGAP35	33199	42922	53550	13387	3794	17298
NPAS1	939	1673	1541	715	167	723
TMEM160	462	431	446	1320	323	1384
ZC3H4	9717	8903	8310	1987	703	1898
SAE1	9404	10724	12259	5753	1233	6131
BBC3	604	510	891	249	37	237
MIR3190	1	0	0	0	0	0
MIR3191	0	0	0	0	0	0
CCDC9	1639	1509	1076	1223	273	1011
PRR24	414	493	534	518	151	380
C5AR1	47	79	82	67	19	65
GPR77	0	14	2	20	2	22
DHX34	3547	4349	3268	1162	360	943
MEIS3	6946	8823	7046	5574	1573	4921
SLC8A2	10332	6845	10047	11558	1128	15664
KPTN	933	1164	986	578	196	430
LOC100505681	49	61	26	12	10	11
NAPA	4938	4791	5692	12799	2224	9968
ZNF541	17	38	32	67	14	61
GLTSCR1	3949	3903	2771	1325	295	1217
EHD2	269	467	599	1926	1395	1261
GLTSCR2	16970	18821	15108	4653	1962	3205
SNORD23	6	13	3	8	4	0
SEPW1	5424	7046	9015	13695	8852	10915
TPRX1	2	4	0	0	0	2
CRX	0	0	1	0	0	0
SULT2A1	0	0	0	0	0	0
SNAR-A12	0	0	0	0	0	0
SNAR-A13	0	0	0	0	0	0
SNAR-C1	0	0	0	0	0	0
SNAR-C5	0	0	0	0	0	0
SNAR-C2	0	0	0	0	0	0
SNAR-A1	0	0	0	0	0	0
SNAR-A2	0	0	0	0	0	0
SNAR-A14	0	0	0	0	0	0
SNAR-A11	0	0	0	0	0	0
SNAR-A4	0	0	0	0	0	0
SNAR-A8	0	0	0	0	0	0
SNAR-A5	0	0	0	0	0	0
SNAR-A9	0	0	0	0	0	0
SNAR-A3	0	0	0	0	0	0
SNAR-A10	0	0	0	0	0	0
SNAR-A6	0	0	0	0	0	0
SNAR-A7	0	0	0	0	0	0
SNAR-C4	0	0	0	0	0	0
SNAR-C3	0	0	0	0	0	0
BSPH1	0	0	0	0	0	2
ELSPBP1	0	0	0	0	0	0
CABP5	0	0	0	2	2	0
PLA2G4C	546	318	468	3055	443	1317
LIG1	5597	5331	2993	771	161	658
CARD8	2231	3219	2349	790	561	493
LOC100505812	62	76	108	12	24	22
ZNF114	89	420	609	26	36	28
CCDC114	141	181	148	68	32	41
EMP3	176	246	188	164	424	113
TMEM143	249	344	386	592	126	469
SYNGR4	3	2	2	6	0	10
KDELR1	3905	4209	3796	2142	917	1634
GRIN2D	1030	1289	1324	528	181	575
GRWD1	1774	1728	1686	924	232	801
KCNJ14	439	257	325	161	130	213
CYTH2	15899	21423	15507	4448	915	3540
LMTK3	10054	9514	11919	7568	1116	6932
SULT2B1	6	4	2	4	22	2
FAM83E	4	25	9	1	2	1
SPACA4	0	9	2	0	0	0
RPL18	31885	31277	28095	6921	6879	4815
SPHK2	2408	2167	2103	3903	732	2754
DBP	879	401	401	2440	704	1291
CA11	3396	1782	3509	23457	9998	18461
SEC1	26	16	11	53	31	19
NTN5	16	21	28	67	44	60
FUT2	166	387	230	104	52	81
MAMSTR	295	308	219	224	66	171
RASIP1	564	496	655	436	152	493
IZUMO1	51	41	37	27	9	27
FUT1	49	56	61	301	88	345
FGF21	0	0	0	0	0	0
BCAT2	1066	1180	1161	736	422	455
HSD17B14	42	204	63	696	705	254
PLEKHA4	49	174	129	101	182	61
PPP1R15A	5073	6639	6198	1918	557	1672
TULP2	65	51	36	82	7	37
NUCB1	5713	7440	6603	9699	2534	8074
DHDH	44	53	63	82	35	124
BAX	1335	1361	1195	679	204	439
FTL	21047	32005	25310	25265	31708	15669
GYS1	2405	3300	2462	2175	705	1294
RUVBL2	5318	5381	5138	3233	758	2405
LHB	4	4	7	0	2	0
CGB	0	0	0	0	0	1
SNAR-G2	0	0	0	0	0	0
CGB2	0	0	0	3	0	0
CGB1	0	0	0	0	0	0
SNAR-G1	0	0	0	0	0	0
CGB5	0	0	0	0	0	0
CGB8	0	0	0	0	0	0
CGB7	0	0	0	0	0	2
NTF4	0	4	2	0	1	0
KCNA7	1	0	0	0	0	0
SNRNP70	23173	22946	15877	12519	3396	8505
LIN7B	647	662	904	790	201	683
C19orf73	55	65	64	69	16	39
PPFIA3	7718	5859	10029	7896	1654	8300
HRC	29	68	72	51	160	37
TRPM4	887	992	1115	736	321	568
SLC6A16	76	140	47	45	57	27
MIR4324	0	4	1	1	1	0
CD37	143	204	66	109	45	43
TEAD2	2494	3124	450	98	157	99
DKKL1	97	80	16	1	0	4
CCDC155	4	15	11	0	0	0
PTH2	7	0	0	2	1	0
LOC100507003	486	239	326	6	9	8
SLC17A7	16008	6751	8455	65218	4531	62280
PIH1D1	2792	2901	2412	2374	569	1922
ALDH16A1	818	657	471	470	172	209
FLT3LG	58	72	57	109	114	50
RPL13A	4002	3985	4421	1078	1216	739
RPL13AP5	0	0	0	0	0	0
SNORD32A	68	60	38	10	7	2
SNORD33	10	11	8	1	2	0
SNORD34	9	6	3	1	1	4
SNORD35A	22	27	13	6	5	6
RPS11	76260	89742	57529	10818	9324	7526
SNORD35B	93	126	86	26	8	24
MIR150	0	4	0	0	0	0
FCGRT	540	1099	871	690	778	285
RCN3	328	414	313	328	113	234
NOSIP	1955	2087	1795	1606	575	1130
PRRG2	20	30	20	38	24	22
PRR12	11387	10190	9497	3516	514	3200
RRAS	167	240	182	458	613	297
SCAF1	10131	9557	8372	9462	1222	7408
IRF3	891	905	558	1552	509	898
BCL2L12	197	218	105	87	75	35
PRMT1	11948	12832	11279	4054	1057	2987
C19orf76	94	107	81	61	24	72
CPT1C	9522	8987	7809	4286	723	4115
TSKS	8	9	5	2	8	14
AP2A1	12182	11182	13451	12863	1646	12018
FUZ	1663	1758	1026	1557	539	1019
MED25	3821	3881	3376	1875	496	1409
LOC100506033	1273	1672	1406	490	175	491
PTOV1	17148	17488	15446	6456	2104	4440
MIR4749	0	1	0	0	0	0
PNKP	1610	1793	1310	1080	237	968
AKT1S1	1887	1816	1557	1957	750	1536
TBC1D17	4833	5136	4561	4882	1132	3240
MIR4750	4	2	0	1	3	1
IL4I1	9	28	11	13	10	13
NUP62	7359	8004	6104	1801	290	1570
ATF5	1546	1599	1597	518	99	294
MIR4751	0	0	0	0	0	0
SIGLEC11	13	13	6	19	2	10
SIGLEC16	71	60	60	14	5	31
VRK3	1968	2328	1920	1283	334	1085
ZNF473	1885	2676	2477	441	89	465
FLJ26850	46	43	111	28	14	31
SNAR-B2	0	0	0	0	0	0
SNAR-B1	0	0	0	0	0	0
SNAR-D	3	0	1	0	0	0
IZUMO2	5	18	7	5	4	12
MYH14	318	459	199	4900	1768	3267
KCNC3	1140	772	1383	1612	22	2960
NAPSB	53	80	54	79	5	15
NAPSA	50	107	41	54	16	36
NR1H2	1901	1867	1506	4146	1624	3083
POLD1	2707	2455	1258	406	135	243
SPIB	8	1	2	0	2	0
MYBPC2	11	5	10	49	0	60
FAM71E1	126	77	354	386	86	259
C19orf63	7423	7597	8682	4905	2211	2843
JOSD2	549	510	414	953	441	508
ASPDH	130	181	48	1189	488	568
LRRC4B	14382	12050	11982	10381	2171	8452
SNAR-F	0	0	0	0	0	0
SYT3	3463	3855	6696	2701	207	2669
C19orf81	63	57	64	98	71	110
SHANK1	11823	10164	13560	11412	1479	16397
CLEC11A	366	344	497	395	210	284
GPR32	0	0	0	0	0	0
ACPT	28	52	58	4	0	13
C19orf48	1713	1675	1122	403	129	255
SNORD88B	27	18	20	5	0	1
SNORD88A	0	2	2	1	0	1
SNORD88C	1	2	0	1	1	0
MGC45922	11	4	8	10	7	18
KLK1	2	0	2	2	2	2
KLK15	0	0	0	0	0	0
KLK3	0	0	0	2	0	0
KLK2	0	7	3	0	0	0
KLKP1	0	0	0	0	0	0
KLK4	0	0	0	4	0	6
KLK5	0	0	0	132	19	163
KLK6	4	0	4	3782	128	1116
KLK7	0	0	2	1848	146	1358
KLK8	0	0	0	0	3	0
KLK9	0	0	0	0	1	0
KLK10	6	3	2	65	10	25
KLK11	0	0	0	0	0	0
KLK12	0	0	0	0	0	0
KLK13	0	6	6	0	0	0
KLK14	82	98	72	22	7	40
CTU1	526	438	388	241	40	191
SIGLEC9	20	27	40	12	0	0
SIGLEC7	1	9	3	5	2	4
SIGLECP3	0	2	0	0	6	33
CD33	11	25	6	38	4	8
C19orf75	0	0	0	0	0	0
IGLON5	9147	13982	9846	2561	354	1380
VSIG10L	228	202	239	380	78	178
ETFB	2593	1827	1114	2590	1675	2016
CLDND2	48	60	47	34	30	29
NKG7	22	11	10	22	111	38
LIM2	0	0	0	0	2	0
LOC147646	0	0	1	0	2	0
SIGLEC10	135	216	38	88	12	55
LOC100129083	4	4	0	0	0	0
SIGLEC8	87	102	18	85	0	15
CEACAM18	0	0	0	0	0	0
SIGLEC12	0	5	0	0	0	0
SIGLEC6	0	0	0	4	0	8
ZNF175	1707	2351	2190	706	175	749
FLJ30403	143	172	138	83	52	63
SIGLEC5	10	11	8	4	1	22
SIGLEC14	16	22	12	10	0	12
MIR99B	3	7	4	1	0	0
MIRLET7E	0	2	0	1	0	0
MIR125A	1	0	0	0	0	0
LINC00085	540	795	394	636	468	339
HAS1	14	63	51	190	14	266
FPR1	50	72	16	10	4	16
FPR2	0	0	4	2	0	0
FPR3	2	4	4	0	2	8
ZNF577	1842	2569	1772	410	200	274
ZNF649	2589	2782	2363	515	154	258
ZNF613	602	881	827	197	94	210
ZNF350	1265	1831	1504	446	141	293
ZNF615	1991	3003	2628	906	135	898
ZNF614	3083	4038	3692	647	192	718
ZNF432	1372	1958	1647	334	116	422
ZNF841	4577	6542	5682	839	174	752
ZNF616	2205	2750	2429	246	59	261
ZNF836	2323	3141	2910	207	61	325
PPP2R1A	32021	33930	42912	17637	4906	17064
ZNF766	2237	2605	2382	387	164	373
MIR643	6	5	10	0	0	0
ZNF480	2320	3194	2803	399	133	326
ZNF610	1303	1390	1541	348	105	253
ZNF880	1229	1516	1646	197	183	279
ZNF528	5544	6477	5157	646	285	837
ZNF534	273	187	338	66	10	72
ZNF578	2927	3400	3564	136	48	128
ZNF808	1189	1726	1116	127	40	416
ZNF701	964	1448	950	111	71	142
ZNF137P	553	774	638	160	43	127
ZNF83	5425	9896	5738	2136	844	1713
ZNF611	2724	3395	2808	364	76	669
ZNF600	99	70	44	95	25	57
ZNF28	2443	2943	2430	295	138	246
ZNF468	1438	1784	1808	258	112	353
ZNF320	5002	6561	6942	792	255	879
ZNF816-ZNF321P	0	0	0	0	0	0
ZNF321P	0	0	0	0	0	0
ZNF816	277	146	117	91	36	140
ZNF702P	827	199	403	141	62	382
ERVV-1	0	0	0	0	2	0
ERVV-2	2	0	0	0	0	0
ZNF160	4835	6078	4422	1487	451	1350
ZNF415	2605	3083	2856	2114	343	1404
ZNF347	1913	2427	2439	358	117	434
ZNF665	275	340	304	53	16	51
ZNF677	1342	1599	1435	81	45	88
VN1R2	9	3	8	2	0	1
VN1R4	0	0	0	0	0	0
LOC646508	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0
BIRC8	0	0	0	0	0	0
ZNF845	1995	2072	2420	242	65	277
ZNF525	1071	1304	1238	168	43	270
ZNF765	1115	1572	1239	115	43	147
ZNF761	2013	2550	2648	595	112	306
LOC147804	544	903	953	130	29	98
ZNF813	470	812	488	69	13	58
ZNF331	3259	3498	3063	1895	673	1728
LOC284379	3	0	1	0	0	0
DPRX	0	0	0	0	0	0
MIR512-2	0	0	0	0	0	0
MIR512-1	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0
MIR498	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0
MIR1283-1	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0
MIR526B	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0
MIR525	0	0	0	0	0	0
MIR523	0	0	0	0	0	0
MIR518F	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0
MIR524	0	0	0	0	0	0
MIR517A	0	0	0	0	0	0
MIR519D	0	0	0	0	0	0
MIR521-2	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0
MIR522	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0
MIR527	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0
MIR372	0	0	0	0	0	0
MIR373	0	0	0	1	0	0
NLRP12	8	13	26	8	0	6
MYADM	2183	2658	3826	3717	641	3500
PRKCG	803	523	1009	8704	455	8706
CACNG7	14193	13311	15672	9890	2184	6614
CACNG8	11706	12609	22310	11788	1431	14299
MIR935	0	0	0	0	0	0
CACNG6	10	9	8	15	14	22
VSTM1	0	0	0	7	6	11
TARM1	0	0	0	0	0	0
OSCAR	67	56	90	87	18	24
NDUFA3	1603	1473	1528	1967	895	1630
TFPT	975	1205	1064	2051	1245	1480
PRPF31	4725	4749	4025	2216	619	1841
CNOT3	5152	5365	3913	1803	379	1739
LENG1	661	651	727	448	154	328
TMC4	181	229	105	91	175	116
MBOAT7	3207	3074	3984	6383	1544	5632
TSEN34	2051	2049	1986	699	344	439
RPS9	42549	46361	40751	11332	9859	8041
LILRB3	16	18	26	9	12	9
LILRA6	8	34	64	9	4	12
LILRB5	25	81	88	10	1	47
LILRB2	11	13	8	23	28	23
MIR4752	0	0	0	0	0	0
LILRA3	2	2	0	0	0	2
LILRA5	0	2	0	0	6	0
LILRA4	7	5	2	40	0	2
LAIR1	63	59	49	129	1	70
TTYH1	5933	5974	2409	18340	17350	7874
LENG8	22932	23939	14938	8680	2367	6672
LENG9	168	133	293	111	23	56
CDC42EP5	19	66	71	21	39	22
LAIR2	0	0	0	17	0	2
KIR3DX1	4	0	2	0	5	0
LILRA2	0	22	9	22	2	4
LILRA1	2	10	4	11	0	5
LILRB1	23	26	4	69	15	16
LILRB4	62	68	6	78	2	23
LILRP2	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0
KIR2DL3	0	0	0	4	0	2
KIR2DL1	0	0	0	2	4	0
KIR2DL4	0	0	0	0	0	0
KIR3DL1	0	0	0	0	2	2
KIR2DS4	0	0	0	0	0	0
KIR3DL2	0	0	2	0	6	4
FCAR	0	3	0	0	2	9
NCR1	0	0	0	4	3	2
NLRP7	3	56	2	0	0	0
NLRP2	2553	2572	1477	253	66	977
GP6	70	123	69	94	16	87
RDH13	991	1154	871	473	135	538
EPS8L1	169	269	415	15	30	26
PPP1R12C	5875	7318	5407	10078	2886	8159
TNNT1	16	49	96	347	474	212
TNNI3	17	19	43	54	18	21
C19orf51	53	34	12	21	11	7
SYT5	6893	6090	10560	7355	760	8335
PTPRH	11	6	40	183	4	147
TMEM86B	604	797	405	577	128	398
PPP6R1	5164	5743	5388	9319	1814	8168
HSPBP1	3418	3359	3585	3812	971	3042
BRSK1	16203	16604	18458	21508	3220	18045
TMEM150B	4	11	13	9	0	8
SUV420H2	1746	1732	1048	582	197	345
COX6B2	60	38	51	2	6	4
FAM71E2	1	5	4	0	0	2
IL11	48	61	82	42	6	43
TMEM190	41	19	32	12	2	23
TMEM238	14	24	11	2	0	5
RPL28	28864	25498	21723	6378	5786	4491
UBE2S	2906	3195	1796	1239	259	1249
SHISA7	6542	4711	7003	4695	863	5416
ISOC2	660	688	688	1010	597	702
ZNF628	628	442	372	357	98	334
NAT14	2365	2285	2636	2329	1082	1622
SSC5D	72	120	79	322	160	165
SBK2	0	0	0	2	2	0
SGK110	0	0	0	0	0	0
ZNF579	1436	1320	973	822	192	523
FIZ1	1411	1568	1129	1158	285	849
ZNF524	241	251	149	344	166	226
ZNF865	2095	1914	1577	1526	294	1259
ZNF784	750	662	579	318	102	216
ZNF580	1366	1430	1444	1397	575	1036
ZNF581	964	1000	699	223	90	181
CCDC106	1581	1715	2161	2827	800	2097
U2AF2	18402	20774	15921	5895	1575	4941
EPN1	10719	10569	11782	14212	2423	10750
NLRP9	23	14	23	28	6	27
RFPL4A	0	0	0	0	0	0
NLRP11	0	2	0	0	0	0
NLRP4	2	0	0	4	0	0
NLRP13	0	0	0	0	0	0
NLRP8	0	0	0	0	0	0
NLRP5	0	0	0	2	0	0
ZNF787	1074	1171	931	953	441	761
ZNF444	2120	2359	1923	2614	880	1609
GALP	11	50	26	0	0	2
ZSCAN5B	4	4	7	6	0	4
ZSCAN5A	75	138	99	127	28	76
ZNF542	4024	5632	5887	1541	251	1674
ZNF582	437	485	479	174	53	225
LOC386758	391	635	541	478	107	294
ZNF583	1708	2430	2393	339	81	563
ZNF667	4194	4183	4489	1985	316	2235
LOC100128252	3202	4545	4831	2776	793	2331
ZNF471	4802	6705	6201	593	357	829
ZFP28	3339	4257	4994	1006	212	1039
ZNF470	3192	3757	3879	1004	336	1277
ZNF71	3425	4215	3354	394	122	578
LOC147670	1084	1492	2115	1393	147	1124
ZNF835	1069	993	1102	413	64	345
ZIM2	138	169	210	24	13	42
PEG3	7697	9837	15743	18726	1435	27898
PEG3-AS1	0	0	0	0	0	0
MIMT1	92	119	208	26	32	185
USP29	0	0	0	0	0	0
ZIM3	0	0	0	0	0	0
DUXA	0	0	0	0	0	0
ZNF264	6677	10035	9593	2056	366	1411
AURKC	57	130	106	46	17	32
ZNF805	2151	2739	2611	688	179	625
ZNF460	1199	1670	1668	104	28	127
ZNF543	1845	2140	1693	269	52	207
ZNF304	3514	4794	4525	985	177	977
TRAPPC2P1	382	398	439	250	41	216
ZNF547	564	968	786	215	49	249
ZNF548	3924	4488	3941	608	181	454
ZNF17	1814	2133	1825	453	105	415
ZNF749	1808	2277	2137	237	51	273
VN1R1	716	517	574	209	30	211
ZNF772	3704	5333	4704	669	247	509
ZNF419	1935	2272	2777	795	208	571
ZNF773	679	1146	834	159	40	268
ZNF549	2954	4259	3740	431	112	515
ZNF550	1146	1253	1099	130	24	223
ZNF416	655	904	929	223	31	224
ZIK1	1796	2534	1499	184	72	234
ZNF530	686	821	514	102	31	133
ZNF134	2750	3212	2999	492	118	729
ZNF211	3119	3833	3567	755	231	713
ZSCAN4	4	3	16	9	0	6
ZNF551	4041	4346	4011	222	121	341
ZNF154	6682	7802	6262	463	165	818
ZNF671	2833	3272	2684	617	165	548
ZNF776	6537	7721	7733	979	216	1411
ZNF586	2339	2643	1962	174	64	157
ZNF552	538	666	548	127	32	127
FKBP1AP1	24	52	81	23	2	10
ZNF587B	1143	958	990	87	41	152
ZNF587	8594	8091	7186	1384	356	1815
ZNF814	3207	3555	3356	840	388	773
ZNF417	3849	5759	5070	501	152	665
ZNF418	3021	4278	3684	555	115	528
ZNF256	1178	1331	1094	224	57	238
C19orf18	32	56	28	72	20	17
ZNF606	3801	5069	4401	717	130	597
LOC100128398	1869	3428	3137	433	147	434
ZSCAN1	228	310	299	203	55	249
ZNF135	5057	5857	4178	584	150	597
ZSCAN18	9179	10135	8488	8601	1980	6110
ZNF329	2598	3440	3798	1133	187	1198
ZNF274	2355	2836	2441	708	230	475
ZNF544	3060	3956	3216	1118	227	1252
ZNF8	3407	3964	3196	302	42	364
ZSCAN22	1150	1121	1147	332	38	293
A1BG	242	136	245	179	48	133
A1BG-AS1	108	48	127	52	3	68
ZNF497	1066	841	904	318	68	270
ZNF837	212	172	125	85	39	77
MIR4754	0	5	0	2	1	5
RPS5	31470	32557	28574	5238	3620	3708
LOC646862	0	0	0	0	0	0
ZNF584	1065	1174	1328	630	86	572
ZNF132	1174	1226	1413	360	51	375
ZNF324B	1017	1040	1266	390	51	416
ZNF324	2263	2665	2909	795	138	847
ZNF446	1805	1729	1733	664	257	445
SLC27A5	327	388	381	530	321	422
ZBTB45	1521	1746	1903	1333	356	1205
TRIM28	29376	27570	20643	5920	1540	4320
CHMP2A	3477	4169	4062	3918	1513	2637
UBE2M	3285	3799	3702	5343	2414	4195
LOC100131691	666	825	578	232	62	233
MZF1	2530	2174	1852	1499	476	1126
MGC2752	3635	4100	4728	2253	453	2645
KIR2DL2	0	0	0	0	2	0
KIR3DS1	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0
KIR2DS3	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0
FAM110C	24	470	1204	438	41	703
SH3YL1	2652	2961	3422	2257	624	1549
ACP1	5516	5754	6122	5422	870	4060
FAM150B	123	17	57	69	18	52
TMEM18	1891	1860	1902	1068	295	930
LOC339822	29	11	0	8	0	69
SNTG2	116	116	267	34	3	10
TPO	4	4	26	30	0	12
PXDN	13362	13258	11909	771	356	763
MYT1L	40076	55375	72853	10805	681	19975
LOC730811	437	403	368	26	2	89
TSSC1	2171	2078	2887	2108	598	1870
TRAPPC12	3086	3320	3391	2522	606	2024
ADI1	4200	995	1288	2614	1633	1308
RNASEH1	1942	2293	2390	599	170	1007
LOC100506054	772	1006	838	437	150	295
RPS7	18163	19482	16844	6528	4965	5197
COLEC11	56	81	42	65	79	17
ALLC	12	19	9	22	23	6
LOC100505964	0	0	0	0	0	0
LOC727982	2	7	4	2	0	0
SOX11	136908	177055	117199	174	88	173
LOC150622	3692	5638	2313	2505	500	2432
LOC400940	1636	2188	2366	149	34	180
LINC00487	47	151	34	14	0	18
CMPK2	518	501	369	580	118	517
RSAD2	141	203	289	386	243	413
LOC386597	223	262	354	875	31	1299
RNF144A	13352	13301	12192	3919	919	4605
LOC100506274	46	38	51	35	27	29
LOC339788	9	1	3	36	23	21
LINC00299	0	0	0	70	38	17
ID2	15920	5610	5875	9003	3365	5902
KIDINS220	87954	100806	125576	10293	1982	15170
MBOAT2	7860	9009	9458	1733	733	2380
ASAP2	8523	12369	10673	3611	1414	4370
ITGB1BP1	3521	4286	4890	4582	1176	4128
CPSF3	2558	3236	2708	1271	258	1296
IAH1	2166	2819	3289	1695	465	1530
ADAM17	3014	4871	4070	927	350	1485
YWHAQ	53897	68338	78320	23793	4342	20006
TAF1B	1191	1816	1711	448	127	460
GRHL1	158	443	723	342	61	447
KLF11	3015	3739	4660	317	194	418
CYS1	22	42	18	527	354	576
RRM2	2924	3508	331	6	0	5
C2orf48	60	71	5	0	0	9
MIR4261	0	1	0	0	0	1
HPCAL1	2285	4202	2972	6259	1998	7647
ODC1	15691	14698	15664	1761	828	1804
SNORA80B	11	12	5	0	0	0
NOL10	1739	2320	2171	981	265	840
ATP6V1C2	201	316	399	138	15	78
PDIA6	5599	7510	6661	2640	764	2489
KCNF1	1825	2171	2463	4287	567	4757
FLJ33534	3	14	13	216	25	341
C2orf50	71	33	18	40	10	79
PQLC3	555	434	742	396	203	210
ROCK2	7000	9044	10251	3458	661	9986
E2F6	1272	1339	1293	731	307	661
GREB1	196	955	707	2262	558	1754
MIR4429	0	0	1	0	0	0
NTSR2	11	8	2	1679	1542	284
LPIN1	4783	6093	5641	3667	1055	2922
MIR4262	0	0	0	0	0	0
TRIB2	16833	11161	14778	3533	2017	4393
MIR3125	13	10	5	2	1	2
LOC100506474	16	12	48	39	25	62
FAM84A	2568	3260	5193	4326	546	7343
NBAS	6641	8032	9133	2644	641	3905
DDX1	10316	13106	14726	10988	1452	10631
MYCNOS	488	369	444	7	0	24
MYCN	9943	8289	11902	289	67	191
FAM49A	36466	29323	68462	9935	1722	16821
RAD51AP2	95	66	45	87	6	85
VSNL1	3516	2080	3426	71320	3096	67679
SMC6	3038	4587	3729	1209	284	1046
GEN1	1378	1784	925	426	102	458
MSGN1	0	0	0	1	0	0
KCNS3	56	144	282	589	114	557
NT5C1B-RDH14	0	0	0	0	0	0
RDH14	32	16	20	37	5	66
NT5C1B	0	2	4	0	0	1
MIR4757	0	0	0	0	0	0
OSR1	53	180	375	44	42	31
FLJ12334	32	73	36	1	4	4
TTC32	508	613	366	371	111	141
WDR35	3140	3605	3352	1322	491	1370
MATN3	90	152	154	154	96	114
LAPTM4A	10040	11958	10468	5822	3666	2388
SDC1	929	1188	1412	69	16	70
PUM2	31879	31814	37323	8749	1977	10426
RHOB	14030	16084	19552	15065	10035	11049
HS1BP3	527	760	734	720	386	513
GDF7	0	2	4	4	0	45
C2orf43	1653	2104	2135	495	177	504
APOB	6	38	226	24	14	56
LOC645949	0	0	0	0	0	0
KLHL29	1986	6680	13468	1649	182	1852
